"","name","summary","doi","language","release_date","docs","tutorials","license","stars","source","Category","Citation_Count","apa_citation","author"
"264","MMUPHin","Meta-analysis Methods with Uniform Pipeline for Heterogeneity in
Microbiome Studies","10.18129/B9.bioc.MMUPHin","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/MMUPHin.html","https://bioconductor.org/packages/release/bioc/vignettes/MMUPHin/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Metagenomics and community analysis",NA,"MMUPHin. (2025). Meta-analysis Methods with Uniform Pipeline for Heterogeneity in
Microbiome Studies. R package version 1.22.0. https://doi.org/10.18129/B9.bioc.MMUPHin","Siyuan Ma"
"265","monaLisa","Binned Motif Enrichment Analysis and Visualization","10.18129/B9.bioc.monaLisa","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/monaLisa.html","https://bioconductor.org/packages/release/bioc/vignettes/monaLisa/inst/doc/","GPL (>= 3)",NA,"Bioconductor","Visualization Tools",NA,"monaLisa. (2025). Binned Motif Enrichment Analysis and Visualization. R package version 1.14.0. https://doi.org/10.18129/B9.bioc.monaLisa","Dania Machlab"
"266","Moonlight2R","Identify oncogenes and tumor suppressor genes from omics data","10.18129/B9.bioc.Moonlight2R","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/Moonlight2R.html","https://bioconductor.org/packages/release/bioc/vignettes/Moonlight2R/inst/doc/","GPL-3",NA,"Bioconductor","Specialized analysis",NA,"Moonlight2R. (2025). Identify oncogenes and tumor suppressor genes from omics data. R package version 1.6.0. https://doi.org/10.18129/B9.bioc.Moonlight2R","Mona Nourbakhsh"
"267","MoonlightR","Identify oncogenes and tumor suppressor genes from omics data","10.18129/B9.bioc.MoonlightR","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/MoonlightR.html","https://bioconductor.org/packages/release/bioc/vignettes/MoonlightR/inst/doc/","GPL (>= 3)",NA,"Bioconductor","Specialized analysis",NA,"MoonlightR. (2025). Identify oncogenes and tumor suppressor genes from omics data. R package version 1.34.0. https://doi.org/10.18129/B9.bioc.MoonlightR","Antonio Colaprico"
"268","ORFik","Open Reading Frames in Genomics","10.18129/B9.bioc.ORFik","R",2025-05-11,"https://bioconductor.org/packages/release/bioc/html/ORFik.html","https://bioconductor.org/packages/release/bioc/vignettes/ORFik/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"ORFik. (2025). Open Reading Frames in Genomics. R package version 1.28.2. https://doi.org/10.18129/B9.bioc.ORFik","Haakon Tjeldnes"
"269","OSAT","OSAT: Optimal Sample Assignment Tool","10.18129/B9.bioc.OSAT","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/OSAT.html","https://bioconductor.org/packages/release/bioc/vignettes/OSAT/inst/doc/","Artistic-2.0",NA,"Bioconductor","Specialized analysis",NA,"OSAT. (2025). OSAT: Optimal Sample Assignment Tool. R package version 1.56.0. https://doi.org/10.18129/B9.bioc.OSAT","Li Yan"
"270","OSTA.data","OSTA book data","10.18129/B9.bioc.OSTA.data","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/OSTA.data.html","https://bioconductor.org/packages/release/bioc/vignettes/OSTA.data/inst/doc/","Artistic-2.0",NA,"Bioconductor","Specialized analysis",NA,"OSTA.data. (2025). OSTA book data. R package version 1.0.0. https://doi.org/10.18129/B9.bioc.OSTA.data","Yixing E. Dong"
"271","PathoStat","PathoStat Statistical Microbiome Analysis Package","10.18129/B9.bioc.PathoStat","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/PathoStat.html","https://bioconductor.org/packages/release/bioc/vignettes/PathoStat/inst/doc/","GPL (>= 2)",NA,"Bioconductor","Metagenomics and community analysis",NA,"PathoStat. (2025). PathoStat Statistical Microbiome Analysis Package. R package version 1.34.0. https://doi.org/10.18129/B9.bioc.PathoStat","Solaiappan Manimaran"
"272","philr","Phylogenetic partitioning based ILR transform for metagenomics
data","10.18129/B9.bioc.philr","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/philr.html","https://bioconductor.org/packages/release/bioc/vignettes/philr/inst/doc/","GPL-3",NA,"Bioconductor","Phylogenetic and evolutionary analysis",NA,"philr. (2025). Phylogenetic partitioning based ILR transform for metagenomics
data. R package version 1.34.0. https://doi.org/10.18129/B9.bioc.philr","Justin Silverman"
"273","phyloseq","Handling and analysis of high-throughput microbiome census data","10.18129/B9.bioc.phyloseq","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/phyloseq.html","https://bioconductor.org/packages/release/bioc/vignettes/phyloseq/inst/doc/","AGPL-3",NA,"Bioconductor","Metagenomics and community analysis",NA,"phyloseq. (2025). Handling and analysis of high-throughput microbiome census data. R package version 1.52.0. https://doi.org/10.18129/B9.bioc.phyloseq","Paul J. McMurdie"
"274","plotgardener","Coordinate-Based Genomic Visualization Package for R","10.18129/B9.bioc.plotgardener","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/plotgardener.html","https://bioconductor.org/packages/release/bioc/vignettes/plotgardener/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Visualization Tools",NA,"plotgardener. (2025). Coordinate-Based Genomic Visualization Package for R. R package version 1.14.0. https://doi.org/10.18129/B9.bioc.plotgardener","Nicole Kramer"
"275","PLSDAbatch","PLSDA-batch","10.18129/B9.bioc.PLSDAbatch","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/PLSDAbatch.html","https://bioconductor.org/packages/release/bioc/vignettes/PLSDAbatch/inst/doc/","GPL-3",NA,"Bioconductor","Specialized analysis",NA,"PLSDAbatch. (2025). PLSDA-batch. R package version 1.4.0. https://doi.org/10.18129/B9.bioc.PLSDAbatch","Yiwen Wang"
"276","pogos","PharmacOGenomics Ontology Support","10.18129/B9.bioc.pogos","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/pogos.html","https://bioconductor.org/packages/release/bioc/vignettes/pogos/inst/doc/","Artistic-2.0",NA,"Bioconductor","Specialized analysis",NA,"pogos. (2025). PharmacOGenomics Ontology Support. R package version 1.28.0. https://doi.org/10.18129/B9.bioc.pogos","Vince Carey"
"277","PREDA","Position Related Data Analysis","10.18129/B9.bioc.PREDA","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/PREDA.html","https://bioconductor.org/packages/release/bioc/vignettes/PREDA/inst/doc/","GPL-2",NA,"Bioconductor","Specialized analysis",NA,"PREDA. (2025). Position Related Data Analysis. R package version 1.54.0. https://doi.org/10.18129/B9.bioc.PREDA","Francesco Ferrari"
"278","ProteoDisco","Generation of customized protein variant databases from genomic
variants, splice-junctions and manual sequences","10.18129/B9.bioc.ProteoDisco","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/ProteoDisco.html","https://bioconductor.org/packages/release/bioc/vignettes/ProteoDisco/inst/doc/","GPL-3",NA,"Bioconductor","Sequence Analysis",NA,"ProteoDisco. (2025). Generation of customized protein variant databases from genomic
variants, splice-junctions and manual sequences. R package version 1.14.0. https://doi.org/10.18129/B9.bioc.ProteoDisco","Job van Riet"
"279","qpgraph","Estimation of Genetic and Molecular Regulatory Networks from
High-Throughput Genomics Data","10.18129/B9.bioc.qpgraph","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/qpgraph.html","https://bioconductor.org/packages/release/bioc/vignettes/qpgraph/inst/doc/","GPL (>= 2)",NA,"Bioconductor","Specialized analysis",NA,"qpgraph. (2025). Estimation of Genetic and Molecular Regulatory Networks from
High-Throughput Genomics Data. R package version 2.42.0. https://doi.org/10.18129/B9.bioc.qpgraph","Robert Castelo"
"280","QRscore","Quantile Rank Score","10.18129/B9.bioc.QRscore","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/QRscore.html","https://bioconductor.org/packages/release/bioc/vignettes/QRscore/inst/doc/","GPL (>= 3)",NA,"Bioconductor","Specialized analysis",NA,"QRscore. (2025). Quantile Rank Score. R package version 1.0.0. https://doi.org/10.18129/B9.bioc.QRscore","Fanding Zhou"
"281","qvalue","Q-value estimation for false discovery rate control","10.18129/B9.bioc.qvalue","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/qvalue.html","https://bioconductor.org/packages/release/bioc/vignettes/qvalue/inst/doc/","LGPL",NA,"Bioconductor","Specialized analysis",NA,"qvalue. (2025). Q-value estimation for false discovery rate control. R package version 2.40.0. https://doi.org/10.18129/B9.bioc.qvalue","John D. Storey"
"282","ramr","Detection of Rare Aberrantly Methylated Regions in Array and NGS
Data","10.18129/B9.bioc.ramr","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/ramr.html","https://bioconductor.org/packages/release/bioc/vignettes/ramr/inst/doc/","Artistic-2.0",NA,"Bioconductor","Specialized analysis",NA,"ramr. (2025). Detection of Rare Aberrantly Methylated Regions in Array and NGS
Data. R package version 1.16.0. https://doi.org/10.18129/B9.bioc.ramr","Oleksii Nikolaienko"
"283","rawrr","Direct Access to Orbitrap Data and Beyond","10.18129/B9.bioc.rawrr","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/rawrr.html","https://bioconductor.org/packages/release/bioc/vignettes/rawrr/inst/doc/","GPL-3",NA,"Bioconductor","Specialized analysis",NA,"rawrr. (2025). Direct Access to Orbitrap Data and Beyond. R package version 1.16.0. https://doi.org/10.18129/B9.bioc.rawrr","Christian Panse"
"284","Rbec","Rbec: a tool for analysis of amplicon sequencing data from
synthetic microbial communities","10.18129/B9.bioc.Rbec","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/Rbec.html","https://bioconductor.org/packages/release/bioc/vignettes/Rbec/inst/doc/","LGPL-3",NA,"Bioconductor","Specialized analysis",NA,"Rbec. (2025). Rbec: a tool for analysis of amplicon sequencing data from
synthetic microbial communities. R package version 1.16.0. https://doi.org/10.18129/B9.bioc.Rbec","Pengfan Zhang"
"285","RCM","Fit row-column association models with the negative binomial
distribution for the microbiome","10.18129/B9.bioc.RCM","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/RCM.html","https://bioconductor.org/packages/release/bioc/vignettes/RCM/inst/doc/","GPL-2",NA,"Bioconductor","Metagenomics and community analysis",NA,"RCM. (2025). Fit row-column association models with the negative binomial
distribution for the microbiome. R package version 1.24.0. https://doi.org/10.18129/B9.bioc.RCM","Stijn Hawinkel"
"286","reconsi","Resampling Collapsed Null Distributions for Simultaneous
Inference","10.18129/B9.bioc.reconsi","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/reconsi.html","https://bioconductor.org/packages/release/bioc/vignettes/reconsi/inst/doc/","GPL-2",NA,"Bioconductor","Specialized analysis",NA,"reconsi. (2025). Resampling Collapsed Null Distributions for Simultaneous
Inference. R package version 1.20.0. https://doi.org/10.18129/B9.bioc.reconsi","Stijn Hawinkel"
"287","RESOLVE","RESOLVE: An R package for the efficient analysis of mutational
signatures from cancer genomes","10.18129/B9.bioc.RESOLVE","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/RESOLVE.html","https://bioconductor.org/packages/release/bioc/vignettes/RESOLVE/inst/doc/","file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"RESOLVE. (2025). RESOLVE: An R package for the efficient analysis of mutational
signatures from cancer genomes. R package version 1.10.0. https://doi.org/10.18129/B9.bioc.RESOLVE","Daniele Ramazzotti"
"288","RiboCrypt","Interactive visualization in genomics","10.18129/B9.bioc.RiboCrypt","R",2024-10-29,"https://bioconductor.org/packages/release/bioc/html/RiboCrypt.html","https://bioconductor.org/packages/release/bioc/vignettes/RiboCrypt/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Visualization Tools",NA,"RiboCrypt. (2024). Interactive visualization in genomics. R package version 1.13.0. https://doi.org/10.18129/B9.bioc.RiboCrypt","Michal Swirski"
"289","RTCGA","The Cancer Genome Atlas Data Integration","10.18129/B9.bioc.RTCGA","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/RTCGA.html","https://bioconductor.org/packages/release/bioc/vignettes/RTCGA/inst/doc/","GPL-2",NA,"Bioconductor","Specialized analysis",NA,"RTCGA. (2025). The Cancer Genome Atlas Data Integration. R package version 1.38.0. https://doi.org/10.18129/B9.bioc.RTCGA","Marcin Kosinski"
"290","sevenbridges","Seven Bridges Platform API Client and Common Workflow Language
Tool Builder in R","10.18129/B9.bioc.sevenbridges","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/sevenbridges.html","https://bioconductor.org/packages/release/bioc/vignettes/sevenbridges/inst/doc/","Apache License 2.0 | file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"sevenbridges. (2025). Seven Bridges Platform API Client and Common Workflow Language
Tool Builder in R. R package version 1.38.0. https://doi.org/10.18129/B9.bioc.sevenbridges","Phil Webster"
"291","shiny.gosling","A Grammar-based Toolkit for Scalable and Interactive Genomics
Data Visualization for R and Shiny","10.18129/B9.bioc.shiny.gosling","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/shiny.gosling.html","https://bioconductor.org/packages/release/bioc/vignettes/shiny.gosling/inst/doc/","LGPL-3",NA,"Bioconductor","Visualization Tools",NA,"shiny.gosling. (2025). A Grammar-based Toolkit for Scalable and Interactive Genomics
Data Visualization for R and Shiny. R package version 1.4.0. https://doi.org/10.18129/B9.bioc.shiny.gosling","Appsilon"
"292","SIAMCAT","Statistical Inference of Associations between Microbial
Communities And host phenoTypes","10.18129/B9.bioc.SIAMCAT","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/SIAMCAT.html","https://bioconductor.org/packages/release/bioc/vignettes/SIAMCAT/inst/doc/","GPL-3",NA,"Bioconductor","Specialized analysis",NA,"SIAMCAT. (2025). Statistical Inference of Associations between Microbial
Communities And host phenoTypes. R package version 2.12.0. https://doi.org/10.18129/B9.bioc.SIAMCAT","Konrad Zych"
"293","soGGi","Visualise ChIP-seq, MNase-seq and motif occurrence as aggregate
plots Summarised Over Grouped Genomic Intervals","10.18129/B9.bioc.soGGi","R",2025-05-11,"https://bioconductor.org/packages/release/bioc/html/soGGi.html","https://bioconductor.org/packages/release/bioc/vignettes/soGGi/inst/doc/","GPL (>= 3)",NA,"Bioconductor","Visualization Tools",NA,"soGGi. (2025). Visualise ChIP-seq, MNase-seq and motif occurrence as aggregate
plots Summarised Over Grouped Genomic Intervals. R package version 1.40.1. https://doi.org/10.18129/B9.bioc.soGGi","Gopuraja Dharmalingam"
"294","SpatialExperiment","S4 Class for Spatially Resolved -omics Data","10.18129/B9.bioc.SpatialExperiment","R",2025-05-11,"https://bioconductor.org/packages/release/bioc/html/SpatialExperiment.html","https://bioconductor.org/packages/release/bioc/vignettes/SpatialExperiment/inst/doc/","GPL-3",NA,"Bioconductor","Specialized analysis",NA,"SpatialExperiment. (2025). S4 Class for Spatially Resolved -omics Data. R package version 1.18.1. https://doi.org/10.18129/B9.bioc.SpatialExperiment","Dario Righelli"
"295","SpatialExperimentIO","Read in Xenium, CosMx, MERSCOPE or STARmapPLUS data as
SpatialExperiment object","10.18129/B9.bioc.SpatialExperimentIO","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/SpatialExperimentIO.html","https://bioconductor.org/packages/release/bioc/vignettes/SpatialExperimentIO/inst/doc/","Artistic-2.0",NA,"Bioconductor","Specialized analysis",NA,"SpatialExperimentIO. (2025). Read in Xenium, CosMx, MERSCOPE or STARmapPLUS data as
SpatialExperiment object. R package version 1.0.0. https://doi.org/10.18129/B9.bioc.SpatialExperimentIO","Yixing E. Dong"
