name,author,summary,doi,citation,apa_citation,language,release_date,docs,tutorials,license,stars,source,Category,Citation_Count,readme_has_tags
OptTaxPro,DMnBI,OptTaxPro: Optimized Taxonomic Profiling of microbiome using full-length 16S rRNA sequences,NA,NA,NA,Python,2025-05-02T03:31:36Z,https://github.com/DMnBI/OptTaxPro,NA,NA,1,GitHub,Sequence Analysis,NA,TRUE
ProgPerm,LyonsZhang,Progressive permutation for a dynamic representation of the robustness of microbiome discoveries,NA,NA,NA,R,2020-03-16T20:35:49Z,https://github.com/LyonsZhang/ProgPerm,NA,NA,1,GitHub,Comparative genomics,NA,TRUE
Mining-for-microbes,Amit-H,Reusing publicly available whole transcriptome data to determine the state of the microbiome at time of sampling. ,NA,NA,NA,NA,2022-01-13T13:42:38Z,https://github.com/Amit-H/Mining-for-microbes,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
docker-for-teaching,mgalland,NA,NA,NA,NA,Dockerfile,2021-10-10T18:39:06Z,https://github.com/mgalland/docker-for-teaching,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
CRC_MasterThesis,ErikaDva,CRC prediction models based on functional profiling of the gut microbiome,NA,NA,NA,R,2021-03-04T11:13:48Z,https://github.com/ErikaDva/CRC_MasterThesis,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
Gut-Microbiome-and-HIV-Infection,FrederickHuangLin,"Scripts and outputs for the paper ""Signature changes in gut microbiome are associated with increased susceptibility to HIV-1 infection in MSM""",NA,NA,NA,HTML,2021-12-10T15:42:01Z,https://github.com/FrederickHuangLin/Gut-Microbiome-and-HIV-Infection,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
MiCoNE-pipeline-paper,segrelab,The source code for the MIND pipeline paper,NA,NA,NA,HTML,2018-07-25T14:30:35Z,https://github.com/segrelab/MiCoNE-pipeline-paper,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
danielsprockett.github.io,DanielSprockett,My personal research website,NA,NA,NA,HTML,2018-09-21T23:15:47Z,https://github.com/DanielSprockett/danielsprockett.github.io,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
microbiome_analyzer,FranckLejzerowicz,"Command line tool that writes commands to run one by one to perform analyses (mainly using qiime2) on a HPC running Slurm, Torque or none of these.",NA,NA,NA,Python,2020-02-06T22:33:54Z,https://github.com/FranckLejzerowicz/microbiome_analyzer,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
tovaglieri_metabolites,midas-wyss,NA,NA,NA,NA,HTML,2019-11-19T19:11:52Z,https://github.com/midas-wyss/tovaglieri_metabolites,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
MBVagTrans,reider-si,Analysis of vaginal microbiome in trans-men undergoing gender-affirming hormone therapy,NA,NA,NA,HTML,2023-09-22T19:02:03Z,https://github.com/reider-si/MBVagTrans,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
Gastric-Microbiome-and-Gastric-Carcinogenesis,EdwinMosesAppiah,"This repository contains all codes used in the ""The Gastric Microbiome and Gastric Carcinogenesis: Bacterial Diversity, Co-occurrence Patterns and Predictive Models"" projects ",NA,NA,NA,R,2022-07-29T12:57:09Z,https://github.com/EdwinMosesAppiah/Gastric-Microbiome-and-Gastric-Carcinogenesis,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
MAPle,BioSina,MAPle provides three different modules for the analysis of paired-end short read metagenomic data,NA,NA,NA,Python,2018-10-31T07:58:13Z,https://github.com/BioSina/MAPle,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
MA-GenTA,cometsong,"Targeted Probe Design Pipeline. Using mWGS genome bin clusters, prokka annotation predictions, and blast+ databases for generation, processing and filtering probe sequences.",NA,NA,NA,Python,2019-05-29T20:26:46Z,https://github.com/cometsong/MA-GenTA,NA,NA,1,GitHub,Sequence Analysis,NA,TRUE
VIBES-analysis,MALL-Lab,The source code of the analyses conducted for the development of VIBES - VagInal Bacterial subtyping using machine learning for Enhanced classification of bacterial vaginosiS,NA,NA,NA,R,2021-03-31T10:50:48Z,https://github.com/MALL-Lab/VIBES-analysis,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
biomeViz,RIVM-IIV-Microbiome,biomeViz is Module-03 of the RIVM-ToolBox. R pkg with data visualization tools for microbiome research done at the RIVM. . Development Phase: Active Development,NA,NA,NA,R,2021-04-19T18:59:34Z,https://github.com/RIVM-IIV-Microbiome/biomeViz,NA,NA,1,GitHub,Visualization Tools,NA,TRUE
microbiome-in-DS,ilona-grabowicz,Code to reproduce results from article,NA,NA,NA,R,2019-10-03T12:28:59Z,https://github.com/ilona-grabowicz/microbiome-in-DS,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
o-miner,u-brite,Patient stratification and molecular mechanism identification using patient clinotypes and transcriptomics embeddings,NA,NA,NA,Jupyter Notebook,2022-08-04T20:37:06Z,https://github.com/u-brite/o-miner,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
Gut-Microbiome-and-Sexual-Behavior,FrederickHuangLin,"Scripts and outputs for the paper ""High risk sexual behavior is linked to changes in gut microbiome and systemic inflammation that lead to HIV-1 infection in men who have sex with men""",NA,NA,NA,HTML,2023-10-10T21:31:45Z,https://github.com/FrederickHuangLin/Gut-Microbiome-and-Sexual-Behavior,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
G4Micro,CarlosMoraMartinez,"An R package with helper functions to automate microbiome analysis, including alpha and beta diversity, differential abundance analysis with DESeq2, machine learning, mediation analysis, and others.",NA,NA,NA,R,2025-08-05T14:02:06Z,https://github.com/CarlosMoraMartinez/G4Micro,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
dbbact-calour,amnona,dbBact (https://dbbact.org) interface for Calour (https://github.com/biocore/calour) for microbiome 16S analysis,NA,NA,NA,Jupyter Notebook,2017-02-04T00:30:13Z,https://github.com/amnona/dbbact-calour,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
HiMEx,Marjan-Ghotbi,High-Throughput Microvolume Extraction Method,NA,NA,NA,HTML,2025-04-23T19:42:44Z,https://github.com/Marjan-Ghotbi/HiMEx,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
Metabiome,Nesper94,A flexible and modular pipeline for metagenomic analysis.,NA,NA,NA,Shell,2020-06-23T15:18:08Z,https://github.com/Nesper94/Metabiome,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
Nasal_CST_quick_checker,AhmedElsherbini,Quickly check Community State Type (CSTs) from nasal microbiome data,NA,NA,NA,Python,2022-07-30T16:13:49Z,https://github.com/AhmedElsherbini/Nasal_CST_quick_checker,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
metaphlanToPhyloseq,jrotzetter,A simple R package to convert MetaPhlAn 4 output profiles to a phyloseq object.,NA,NA,NA,R,2024-03-30T08:20:31Z,https://github.com/jrotzetter/metaphlanToPhyloseq,NA,NA,1,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
2022_DVRFS_microbiome,LLNL,"Scripts for a manuscript titled ""Subsurface Microbial Communities Reflect Regional-Scale Groundwater Hydraulic Connectivity"" (submitted)",NA,NA,NA,R,2021-07-18T15:03:08Z,https://github.com/LLNL/2022_DVRFS_microbiome,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
microbAIDeR,FabbriniMarco,An ensemble of functions for easier and quicker preliminary microbiome analyses,NA,NA,NA,R,2023-06-22T20:29:26Z,https://github.com/FabbriniMarco/microbAIDeR,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
benchmark_microbiome_transformations,vllorens,"Code to reproduce the analyses from the paper ""Benchmarking microbiome transformations favors experimental quantitative approaches to address compositionality and sampling depth biases""",NA,NA,NA,R,2019-12-02T13:04:23Z,https://github.com/vllorens/benchmark_microbiome_transformations,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
Gut-Microbiome-and-Metabolic-Syndrome,FrederickHuangLin,"The archive for data, scripts, and outputs for the paper ""Bacterial and Immunological Mediators linking Caregiving with Metabolic Syndrome"".",NA,NA,NA,HTML,2021-07-24T13:17:18Z,https://github.com/FrederickHuangLin/Gut-Microbiome-and-Metabolic-Syndrome,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
Pigs-16S-metagenomic-analyses,skuthyar,"Code for analyzing 16S rRNA and metagenomic data, SNP data, and immune data from pigs.",NA,NA,NA,R,2022-07-29T16:43:05Z,https://github.com/skuthyar/Pigs-16S-metagenomic-analyses,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
2019_CampyPerio_Hons,brady-welsh,Notebook for Honours project: Oral Campylobacter spp. and periodontal disease,NA,NA,NA,NA,2019-06-29T11:06:31Z,https://github.com/brady-welsh/2019_CampyPerio_Hons,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
microbiome-MHC,akds,Data Supplement: Polymorphic immune mechanisms regulate commensal repertoire,NA,NA,NA,NA,2019-08-22T16:25:30Z,https://github.com/akds/microbiome-MHC,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
Sieler2025__ZF_Temperature_Parasite,sielerjm,"Repository containing data, code and figures used for the manuscript",NA,NA,NA,HTML,2024-07-08T20:58:31Z,https://github.com/sielerjm/Sieler2025__ZF_Temperature_Parasite,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
ALS,ahmedmoustafa,Analysis of the gut microbiome of Amyotrophic Lateral Sclerosis (ALS) patients using the DADA2 workflow,NA,NA,NA,Jupyter Notebook,2021-05-28T16:48:00Z,https://github.com/ahmedmoustafa/ALS,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
dada2-workflow,shandley,Generalized dada2 workflow. Refer to the wiki for help and troubleshooting.,NA,NA,NA,R,2025-02-27T19:32:01Z,https://github.com/shandley/dada2-workflow,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
Milk_metagenomics,NerdVerse2024,Milk Metagenomics Analysis of Cow Milk Samples across Global sites Using Mothur,NA,NA,NA,NA,2024-05-04T05:00:53Z,https://github.com/NerdVerse2024/Milk_metagenomics,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
soil-microbiome-nn,solislemuslab,Random Forest and Bayesian Neural network model applied to soil microbiome data,NA,NA,NA,Jupyter Notebook,2022-02-25T19:52:14Z,https://github.com/solislemuslab/soil-microbiome-nn,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
awesome_onehealth,shrivishalinirajaram,"This is a personal checklist space to identify resources related to One Health encompassing animal & human microbiomes, exposomics, mobile genetic elements, environmental exposures, multi-omics and computational biology.",NA,NA,NA,NA,2025-07-13T21:48:42Z,https://github.com/shrivishalinirajaram/awesome_onehealth,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
VideoTutorials,BigDataBiology,Supporting material for YouTube tutorials,NA,NA,NA,Python,2023-01-18T14:21:18Z,https://github.com/BigDataBiology/VideoTutorials,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
human-intestinal-ecosystem,leonardsiegert,"Interactive Flask web app for exploring microbiome data through clustering, taxonomy visualizations, and metadata analysis. Containerized with Docker for reproducible development and production workflows, and integrated into a CI/CD pipeline with GitHub Actions and automated deployment to Render.",NA,NA,NA,Jupyter Notebook,2025-05-27T12:04:29Z,https://github.com/leonardsiegert/human-intestinal-ecosystem,NA,NA,1,GitHub,Visualization Tools,NA,TRUE
Microbiome-Factorization,earmingol,Examples of using PhyloFactor and DEICODE to analyze microbiome datasets.,NA,NA,NA,Jupyter Notebook,2019-06-13T18:59:17Z,https://github.com/earmingol/Microbiome-Factorization,NA,NA,1,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
microbiomeDAAcomp,cafferychen777,   A comprehensive R toolkit for comparing and evaluating Differential Abundance Analysis (DAA) methods in microbiome studies.,NA,NA,NA,R,2024-11-05T20:39:58Z,https://github.com/cafferychen777/microbiomeDAAcomp,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
microbiomeutils,jtremblay,"Python utility to generate distance matrices, perform PCoAs and generate taxonomic summaries using simple tab-separated feature tables.",NA,NA,NA,Python,2020-11-12T13:13:54Z,https://github.com/jtremblay/microbiomeutils,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
corebiota,Ebedthan,Probabilistic partition of count data to identify core species,NA,NA,NA,R,2022-01-04T09:38:54Z,https://github.com/Ebedthan/corebiota,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
pipelines,dienerlab,A monorepo containing all of our Nextflow pipelines.,NA,NA,NA,Nextflow,2024-03-03T12:55:25Z,https://github.com/dienerlab/pipelines,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
Microbiome_Jornada,stajichlab,Jornada LTER Biological Soil Crusts,NA,NA,NA,Shell,2018-03-21T03:56:18Z,https://github.com/stajichlab/Microbiome_Jornada,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
Metabarcoding-Pipeline-Building,bathyscapher,CUSO Microbiome analysis workshop 2020,NA,NA,NA,R,2020-02-05T10:53:12Z,https://github.com/bathyscapher/Metabarcoding-Pipeline-Building,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
taxonomytofeature,xuesen07,NA,NA,NA,NA,HTML,2021-03-12T02:25:48Z,https://github.com/xuesen07/taxonomytofeature,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
docker-mothur,FredHutch,Docker image running MOTHUR,NA,NA,NA,Python,2017-12-08T19:43:45Z,https://github.com/FredHutch/docker-mothur,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
zero-inflated-microbiome-model,davidzhao1015,R pipeline to build models specializing on zero-inflated microbiome data,NA,NA,NA,HTML,2022-11-28T16:12:54Z,https://github.com/davidzhao1015/zero-inflated-microbiome-model,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
BioFlowML,NebulaKit,BioFlowML is a machine-learning toolbox implementing workflows for generating classification models and identification of biomarkers using labeled tabular omics data.,NA,NA,NA,Python,2024-05-16T10:58:40Z,https://github.com/NebulaKit/BioFlowML,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
Dactylospongia_metachromia_microbiome,BenoitPAIX,A R script for the study of the prokaryotic community of the sponge Dactylospongia metachromia,NA,NA,NA,R,2022-07-27T13:55:42Z,https://github.com/BenoitPAIX/Dactylospongia_metachromia_microbiome,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
VIBES-docs,MALL-Lab,User documentation for the VIBES - VagInal Bacterial subtyping using machine learning for Enhanced classification of bacterial vaginosiS - package,NA,NA,NA,NA,2023-11-01T17:46:48Z,https://github.com/MALL-Lab/VIBES-docs,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
Spatial_Microbiota,vildeka,"Contains all code related to the publication ""The cervicovaginal microbiome impacts spatially restricted host transcriptional signatures throughout the human ectocervical epithelium and submucosa""",NA,NA,NA,R,2023-07-26T11:45:09Z,https://github.com/vildeka/Spatial_Microbiota,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
NUIM-pipeline,bowornpol,Network-based utility for integrating microbiome and metabolome data.,NA,NA,NA,R,2025-07-02T03:23:28Z,https://github.com/bowornpol/NUIM-pipeline,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
EzBioCloud-automation,janklaszczyk,Python script designed to streamline bioinformatics analysis and facilitate data extraction from EZBioCloud,NA,NA,NA,Python,2024-02-27T23:26:48Z,https://github.com/janklaszczyk/EzBioCloud-automation,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
AirMicrobiomeDB,LoryJiang,AirMicrobiomeDB: Global Meta-analysis of Airborne Bacterial Communities and Associations with Anthropogenic Activities,NA,NA,NA,NA,2018-08-30T08:06:13Z,https://github.com/LoryJiang/AirMicrobiomeDB,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
CRC-Microbiome-Classification,nedaghohabi,Prediction of colorectal cancer (CRC) phenotype based on Microbiome Metagenomics ,NA,NA,NA,Jupyter Notebook,2022-07-01T14:28:55Z,https://github.com/nedaghohabi/CRC-Microbiome-Classification,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
gorilla-cortisol-analysis,maiabennett,An analysis of cortisol levels and gut microbiome composition in primates (Gorilla) housed in U.S. zoos using the BugSeq-er pipeline.,NA,NA,NA,R,2023-05-17T00:11:15Z,https://github.com/maiabennett/gorilla-cortisol-analysis,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
PALM,ZjpWei,Fast and reliable association discovery in large-scale microbiome studies and meta-analyses using PALM. (Simulation and real data analysis),NA,NA,NA,R,2024-11-25T18:25:51Z,https://github.com/ZjpWei/PALM,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
microdiversity,ecg-lab,Examination of microbial diversity patterns,NA,NA,NA,Python,2015-04-20T19:50:23Z,https://github.com/ecg-lab/microdiversity,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
MonkeyFlower_ampliconSeq_DNA_data_codes,YingtongAamandaWu,This is repository of amplicon sequencing data and bioinformatics pipeline codes for the nectar microbiome of Monkey Flowers.,NA,NA,NA,NA,2023-06-19T20:59:07Z,https://github.com/YingtongAamandaWu/MonkeyFlower_ampliconSeq_DNA_data_codes,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
Replication_Rate_Snakemake,hghezzi,Snakemake workflow to calculate in vivo bacterial replication rates from single time point metagenomics sequencing,NA,NA,NA,NA,2021-11-04T21:26:32Z,https://github.com/hghezzi/Replication_Rate_Snakemake,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
TMarSel,HSecaira,Repository for TMarSel ,NA,NA,NA,Python,2025-02-25T16:42:32Z,https://github.com/HSecaira/TMarSel,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
BRC_growth_microbiome,roey-angel,"Analysis scripts, data files and plots used in the manuscript ",NA,NA,NA,HTML,2020-10-17T08:52:25Z,https://github.com/roey-angel/BRC_growth_microbiome,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
fromwastetofeed,tklammsteiner,From Waste to Feed | Insect Biotech Research Group,NA,NA,NA,JavaScript,2020-09-15T18:27:52Z,https://github.com/tklammsteiner/fromwastetofeed,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
mibiscreen,MiBiPreT,Prediction tool for Microbiome based Remediation,"10.5281/zenodo.10878799
ver",NA,NA,Python,2024-03-19T09:01:29Z,https://github.com/MiBiPreT/mibiscreen,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
Micro_Metabo_IBD,rjh20,"This repository contains all the code and data used within the publication: ""Unravelling metabolite-microbiome interactions in inflammatory bowel disease through AI and interaction-based modelling"" by Rebecca Hodgkiss and Animesh Acharjee, as linked below.",NA,NA,NA,Jupyter Notebook,2024-05-08T19:26:25Z,https://github.com/rjh20/Micro_Metabo_IBD,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
