name,summary,doi,author,apa_citation,language,release_date,docs,tutorials,license,stars,source,Category,Citation_Count
consprot, High-throughput delineation of bacterial genera,NA,ClavelLab,NA,Nextflow,2024-11-15T15:37:25Z,https://github.com/ClavelLab/consprot,NA,NA,0,GitHub,Specialized analysis,NA
Patho-Genome,Bacterial Pathogenicity Detection using Genomic Data,NA,Sam9-cmd,NA,Jupyter Notebook,2024-11-17T14:58:39Z,https://github.com/Sam9-cmd/Patho-Genome,NA,NA,0,GitHub,Specialized analysis,NA
NCBR-492,Metagenome analysis for bacterial pure colonies,NA,GaryZhangYue,NA,NA,2024-11-18T18:59:47Z,https://github.com/GaryZhangYue/NCBR-492,NA,NA,0,GitHub,Specialized analysis,NA
plasmidNoise,"Public repository of  ""Modeling Plasmid-Mediated Antibiotic Resistance Evolution of Bacterial Communities in Stochastic Environments""",NA,ccg-esb-lab,NA,NA,2024-11-12T16:10:12Z,https://github.com/ccg-esb-lab/plasmidNoise,NA,NA,0,GitHub,Phylogenetic and evolutionary analysis,NA
Exp050-fasta_gff_extraction,Developing tools in R to handle bacterial genomic DNA datasets and extract sequences and annotations,NA,DroppaSlice,NA,R,2024-11-22T20:37:16Z,https://github.com/DroppaSlice/Exp050-fasta_gff_extraction,NA,NA,0,GitHub,Sequence Analysis,NA
rothiaCooccurence,Repository to store all data related to analyzing relationships between Rothia and other oral bacterial genera. ,NA,ritikadevara,NA,NA,2024-11-25T21:34:53Z,https://github.com/ritikadevara/rothiaCooccurence,NA,NA,0,GitHub,Specialized analysis,NA
EndolysinFinderPipline,"EndolysinFinder identifies and annotates bacteriophage endolysins in bacterial genomes, enabling efficient discovery for novel antimicrobial therapies.",NA,2021hhsh,NA,NA,2024-11-27T14:04:18Z,https://github.com/2021hhsh/EndolysinFinderPipline,NA,NA,0,GitHub,Specialized analysis,NA
Abp-structural-analysis,"Structural analysis of AbpA, a protein responsible for bacterial adherence to dental surfaces and formation of biofilms",NA,erdenetulgae,NA,HTML,2024-11-05T08:07:04Z,https://github.com/erdenetulgae/Abp-structural-analysis,NA,NA,0,GitHub,Specialized analysis,NA
varianceinwormgut,Code and data for the paper: Variance in C. elegans gut bacterial  load suggests complex host-microbe dynamics,NA,satyaspandana,NA,Jupyter Notebook,2024-11-29T16:34:01Z,https://github.com/satyaspandana/varianceinwormgut,NA,NA,0,GitHub,Specialized analysis,NA
ForamEndobioms,"Data and code deposition for the research article: ""Single-cell metabarcoding of marine benthic mixotrophs reveals adaptive bacterial  assemblages""",NA,EBGirard,NA,R,2024-11-07T10:13:23Z,https://github.com/EBGirard/ForamEndobioms,NA,NA,0,GitHub,Specialized analysis,NA
Radiology-Hub,"This is the repo for AI-based model for detection of bacterial, viral pneumonia from chest X-ray images",NA,SanStart,NA,NA,2024-11-28T18:06:42Z,https://github.com/SanStart/Radiology-Hub,NA,NA,0,GitHub,Specialized analysis,NA
Meningitis-DiagnosisML,"A machine learning initiative to improve the diagnostic processes for bacterial meningitis. Utilizing clinical and laboratory data from the SINAN database in São Paulo, this project develops predictive models to accurately identify bacterial meningitis cases, aiming to enhance treatment decisions and public health strategies.",NA,Audency,NA,Jupyter Notebook,2024-11-16T21:59:23Z,https://github.com/Audency/Meningitis-DiagnosisML,NA,NA,0,GitHub,Specialized analysis,NA
terminator-prediction-scripts,"Code for ""A Conserved, Protective Stem Loop Structure Irrespective of Rho Factor Dependency Enable Comparative Analysis of Bacterial Transcript 3’ Ends""",NA,uaauaguga,NA,Jupyter Notebook,2024-11-18T05:47:57Z,https://github.com/uaauaguga/terminator-prediction-scripts,NA,NA,0,GitHub,Comparative genomics,NA
Code_for_iMeta2024,"Scripts and Data for Plotting in the Article “Metagenomic Analysis Sheds Light on the Mixotrophic Lifestyle of the Bacterial Phylum Zhuqueibacterota,” Published in iMeta 2024.",NA,lianzhh-pub,NA,R,2024-11-05T08:53:30Z,https://github.com/lianzhh-pub/Code_for_iMeta2024,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Meynard-Doumenc_2024,"Code for the statistical analysis of phage susceptibility of bacterial clones isolated from a fermenter, corresponding to the manuscript of Meynard-Doumenc et al 2024: LINK",NA,QLamyBesnier,NA,NA,2024-11-26T21:42:04Z,https://github.com/QLamyBesnier/Meynard-Doumenc_2024,NA,NA,0,GitHub,Specialized analysis,NA
Bioinformatics-in-Action-Part_3,"中国海洋大学海德学院外方课程“生物信息学概论”bash命令。In this project, you will be given whole-genome sequencing data from several bacterial infections. Your job is to determine which bacterial species is responsible for each infection and which antibiotics could be used for treatment.",NA,FLYER2048,NA,Shell,2024-11-26T05:36:17Z,https://github.com/FLYER2048/Bioinformatics-in-Action-Part_3,NA,NA,0,GitHub,Specialized analysis,NA
Bergmann.et.al_Floral_transmission_contribution_MS_2025,"This repository contains datasets, analyses and figures produced for a manuscript titled: ""Contribution of floral transmission to the assembly and health impact of bacterial communities in watermelon seeds""",NA,gbergmann,NA,R,2024-11-21T09:46:02Z,https://github.com/gbergmann/Bergmann.et.al_Floral_transmission_contribution_MS_2025,NA,NA,0,GitHub,Specialized analysis,NA
Systems-biology,"This repository contains the code for simulating the dynamics of bacterial populations in fluctuating environments, as discussed in the paper Stochastic Gene Expression in Fluctuating Environments by Thattai and van Oudenaarden (2004).",NA,helena-513,NA,Jupyter Notebook,2024-11-29T10:52:12Z,https://github.com/helena-513/Systems-biology,NA,NA,0,GitHub,Specialized analysis,NA
adshotgun,"A computational pipeline to analyze the role of proteins encoded by unknown bacterial species from shotgun metagenomics data, applied to the study of the gut microbiome in an Alzheimer’s disease mouse model ",NA,polito-uniupo-bioinformatics,NA,NA,2024-11-20T15:21:00Z,https://github.com/polito-uniupo-bioinformatics/adshotgun,NA,NA,0,GitHub,Metagenomics and community analysis,NA
skin_microbiome_16S_seq_analyses,"This repository contains code for pre-processing and analysis of 16S rRNA data used to generate results in the paper ""Skin bacterial community dynamics of hands and forearms before and after military field exercise"".",NA,Rounge-lab,NA,R,2024-11-01T11:45:38Z,https://github.com/Rounge-lab/skin_microbiome_16S_seq_analyses,NA,NA,0,GitHub,Specialized analysis,NA
MultiT2,MultiT2 is an algorithm that connects disparate data from bacterial aromatic polyketides through multimodal learning. It specifically focuses on integrating protein sequences (CLFs) and chemical structures (SMILES) to predict and discover type II polyketide (T2PK) natural products.,NA,Qinlab502,NA,Jupyter Notebook,2024-11-26T07:52:57Z,https://github.com/Qinlab502/MultiT2,NA,NA,0,GitHub,Sequence Analysis,NA
MLST-Py,MLST-Py is a Python-based collection of scripts designed to facilitate Multi-Locus Sequence Typing (MLST) analysis. MLST is a widely used method for the characterization of bacterial strains using the sequences of internal fragments of multiple housekeeping genes.,NA,Sananooor,NA,Python,2024-11-26T09:01:44Z,https://github.com/Sananooor/MLST-Py,NA,NA,0,GitHub,Sequence Analysis,NA
deeplearning,"This project uses transfer learning with VGG16 to classify chest X-rays into five categories: Viral Pneumonia, Bacterial Pneumonia, COVID-19, Tuberculosis, and Normal Lungs. The model includes custom dense layers (256, 128 neurons) with dropout for generalization, achieving about 85% test accuracy.",NA,quackinghorse,NA,Jupyter Notebook,2024-11-26T09:16:39Z,https://github.com/quackinghorse/deeplearning,NA,NA,0,GitHub,Specialized analysis,NA
Lung-Disease-Prediction,"A Flask-based web app that uses a CNN model to classify lung diseases from chest X-ray images. Users can upload images, view previews, and receive instant predictions across five categories: Bacterial Pneumonia, COVID-19, Normal, Tuberculosis, and Viral Pneumonia, aiding quick diagnostic support.",NA,tharunK03,NA,Jupyter Notebook,2024-11-13T04:27:38Z,https://github.com/tharunK03/Lung-Disease-Prediction,NA,NA,0,GitHub,Specialized analysis,NA
BINF6410_Assignment1,"This repository holds a bash-based bioinformatics project, focused on exploring the species composition of gut microbiomes in healthy patients using BLAST analysis of 16S rRNA sequences. The goal is to identify bacterial genera unique to the distal lumen, unique to the proximal mucosa, and shared between the two regions.",NA,dkarunat123,NA,NA,2024-11-19T21:34:50Z,https://github.com/dkarunat123/BINF6410_Assignment1,NA,NA,0,GitHub,Sequence Analysis,NA
BactGenomePipeline,Bacterial Genome Assembly & Annotation Pipeline,NA,bhanugandham,NA,Python,2024-12-01T06:49:33Z,https://github.com/bhanugandham/BactGenomePipeline,NA,NA,1,GitHub,Specialized analysis,NA
anobac,Bacterial annotation and typing pipeline,NA,rki-mf1,NA,R,2024-12-16T08:33:46Z,https://github.com/rki-mf1/anobac,NA,NA,1,GitHub,Specialized analysis,NA
pangebin,Extracting plasmid contigs from Pangenome graphs of bacterial isolates.,NA,AlgoLab,NA,Python,2024-12-08T22:06:21Z,https://github.com/AlgoLab/pangebin,NA,NA,1,GitHub,Specialized analysis,NA
RVpt,"RVpt is a bioinformatics tool designed to predict and analyze the transfer potential of resistance genes and virulence factors in bacterial genomes. By integrating multiple analysis methods, it provides comprehensive assessment of gene mobility and associated mobile genetic elements.",NA,leejianhai,NA,Python,2024-12-18T07:08:36Z,https://github.com/leejianhai/RVpt,NA,NA,1,GitHub,Specialized analysis,NA
bimap,Bacterial Inhibition Mechanism Analysis Platform,NA,caizhangbin,NA,Python,2024-12-17T21:05:43Z,https://github.com/caizhangbin/bimap,NA,NA,0,GitHub,Specialized analysis,NA
Metagenomic_Biomass_Quantification_2024,Scripts for gut bacterial biomass analysis,NA,Gibbons-Lab,NA,Python,2024-12-19T21:11:53Z,https://github.com/Gibbons-Lab/Metagenomic_Biomass_Quantification_2024,NA,NA,0,GitHub,Specialized analysis,NA
snp_wf_dashboard,Bacterial Genomics SNP Workflow Summary Dashboard,NA,taylorpaisie,NA,Python,2024-12-19T14:24:23Z,https://github.com/taylorpaisie/snp_wf_dashboard,NA,NA,0,GitHub,Specialized analysis,NA
Phage-Phinder,Scripts used to identify induced phages in bacterial genomes.,NA,andrewdmarques,NA,R,2024-12-11T14:58:44Z,https://github.com/andrewdmarques/Phage-Phinder,NA,NA,0,GitHub,Specialized analysis,NA
Mascarenhas-aDNA-toxin-survey,Computational identification of bacterial toxins in ancient DNA datasets,NA,doxeylab,NA,R,2024-12-13T15:05:39Z,https://github.com/doxeylab/Mascarenhas-aDNA-toxin-survey,NA,NA,0,GitHub,Specialized analysis,NA
CNN-Model-For-Graduation-Project,A CNN Model for Bell Pepper Bacterial Spots Disease Diagnosis,NA,Bahaa-Kidwany,NA,Jupyter Notebook,2024-12-13T20:03:32Z,https://github.com/Bahaa-Kidwany/CNN-Model-For-Graduation-Project,NA,NA,0,GitHub,Specialized analysis,NA
sbx_shotgun_unifrac,Sunbeam extension for assigning metagenomic reads to a full bacterial phylogeny,NA,sunbeam-labs,NA,Python,2024-12-10T19:11:00Z,https://github.com/sunbeam-labs/sbx_shotgun_unifrac,NA,NA,0,GitHub,Phylogenetic and evolutionary analysis,NA
WGS-analyze,An integrated package for bioinformatics analysis of bacterial whole genome sequencing results.,NA,aflzc2000,NA,Python,2024-12-03T15:49:33Z,https://github.com/aflzc2000/WGS-analyze,NA,NA,0,GitHub,Specialized analysis,NA
microbes_transcripts_hackathon,Bacterial and viral transcript detection in scRNA-seq data from oral cancer,NA,pavrostiva,NA,NA,2024-12-15T09:58:52Z,https://github.com/pavrostiva/microbes_transcripts_hackathon,NA,NA,0,GitHub,Specialized analysis,NA
BactStream,Download bacterial genome .fastq files and produce annotated variants one genome at a time,NA,moorembioinfo,NA,Python,2024-12-03T00:51:17Z,https://github.com/moorembioinfo/BactStream,NA,NA,0,GitHub,Specialized analysis,NA
Finding-Inhibitors-for-Pentothenate-Synthetase,"Pantothenate Synthetase found in M.Tubercluosis, inhibiting the enzyme will inhibit the bacterial growth.",NA,S-Rawat14,NA,Jupyter Notebook,2024-12-09T10:06:30Z,https://github.com/S-Rawat14/Finding-Inhibitors-for-Pentothenate-Synthetase,NA,NA,0,GitHub,Specialized analysis,NA
Aphid-Honeydew,Data analysis of Bacterial communities in aphid honeydew: Uncovering species-specific microbial and chemical signatures in aphid-hoverfly interactions  ,NA,gregnoel,NA,R,2024-12-05T16:36:55Z,https://github.com/gregnoel/Aphid-Honeydew,NA,NA,0,GitHub,Specialized analysis,NA
BIOL7210_CompGenome,"A bacterial genome assembly, annotation, genotyping, and comparison pipeline project (in bash) for the BIOL7210, Computational Genomics, course at Georgia Tech.",NA,changchoi93,NA,Shell,2024-12-13T23:37:43Z,https://github.com/changchoi93/BIOL7210_CompGenome,NA,NA,0,GitHub,Specialized analysis,NA
RM_regulatory_dynamics,"Mathematica and Python code for reproducing results in ""Nonlinear Regulatory Dynamics of Bacterial Restriction-Modification Systems Modulates Horizontal  Gene Transfer Susceptibility""",NA,Q-bio-Belgrade,NA,Mathematica,2024-12-16T12:11:44Z,https://github.com/Q-bio-Belgrade/RM_regulatory_dynamics,NA,NA,0,GitHub,Specialized analysis,NA
BugBuster,Classifying bacterial protein sequences as conferring antibiotic resistance or not with the help of Meta Research's protein language model: ESM-2,NA,jmontour15,NA,Jupyter Notebook,2024-12-12T16:47:16Z,https://github.com/jmontour15/BugBuster,NA,NA,0,GitHub,Sequence Analysis,NA
wyeomyia-niche-construction,"Files for: Arellano A.A., Prack J.L., & Coon K.L. Host-mediated niche construction of bacterial communities in an aquatic micro-ecosystem.",NA,kcoonlab,NA,NA,2024-12-13T19:51:13Z,https://github.com/kcoonlab/wyeomyia-niche-construction,NA,NA,0,GitHub,Specialized analysis,NA
medical-ai,"This project employs Convolutional Neural Networks (CNN) and pretrained models (such as ResNet, VGG, or EfficientNet) to classify chest X-ray images into conditions like Normal, Viral Pneumonia, or Bacterial Pneumonia.",NA,afislonge,NA,Jupyter Notebook,2024-12-05T02:19:29Z,https://github.com/afislonge/medical-ai,NA,NA,0,GitHub,Specialized analysis,NA
GuaymasLoopSeq,"Script use to process LoopSeq full length 16S rRNA gene sequence data for the manuscript submission, ""Complex bacterial diversity of Guaymas Basin hydrothermal sediments revealed by synthetic long-read sequencing (LoopSeq)""",NA,moyn413,NA,R,2024-12-04T19:11:38Z,https://github.com/moyn413/GuaymasLoopSeq,NA,NA,0,GitHub,Sequence Analysis,NA
RiceLeaf_Disease_detection," Demonstrates how Convolutional Neural Networks (CNNs) can be utilized to detect diseases by training on pre-captured images of rice leaves, with a primary focus on bacterial damage, brown spot, and leaf smut.",NA,ShashwatDevHans,NA,Jupyter Notebook,2024-12-29T15:56:05Z,https://github.com/ShashwatDevHans/RiceLeaf_Disease_detection,NA,NA,0,GitHub,Specialized analysis,NA
TXTL,TXTL is a tool to simulate the transcription and translation process of exogenous genes inserted into bacterial expression plasmid controlled by lac operon to predict the maximum yield of protein and the best time to extract the protein.,NA,SuperMAZ424,NA,Python,2024-12-04T01:13:16Z,https://github.com/SuperMAZ424/TXTL,NA,NA,0,GitHub,Specialized analysis,NA
Cover-crop-code,"This is the repository for storing all the code used for data analysis and generating figures for the ""Soil bacterial communities show resistance to changes in plant cover and seasonal dynamics, and demonstrate strong resilience to major environmental perturbation"" paper.",NA,Ben-Evert,NA,NA,2024-12-03T04:25:03Z,https://github.com/Ben-Evert/Cover-crop-code,NA,NA,0,GitHub,Specialized analysis,NA
Pangenomics_Pipeline,"A sophisticated bioinformatics pipeline for bacterial pangenome analysis, integrating WGS and RNA-Seq data. It enhances genome completeness with hybrid assemblies, identifies core/accessory genes, and enables pangenome-level transcriptomic profiling. Built on Snakemake, it is scalable, customizable, and optimized for strain-specific insights.",NA,J22160,NA,Python,2024-12-30T02:24:18Z,https://github.com/J22160/Pangenomics_Pipeline,NA,NA,0,GitHub,Specialized analysis,NA
